SMILES,uniprot_id1,uniprot_id2,scores,5AAN,id,qeppi,sas,tox,bbbp,model,docking 5AAN,docking 6QI4,6QI4
C[C@@H](Oc1ccc(F)cc1)C(=O)Nc1cc(S(N)(=O)=O)ccc1OCC(N)=O,P62166,Q9NPQ8,0.1084782657419354,-5.76726,271_ric8_virtual_library,0.5864983754999848,2.514842599387689,0.0,1,Taiga,-7.4,-6.6,-5.34714
CC[C@@H](N)C(=O)c1ccc(-c2nnc([C@H]3CCC(=O)N3)o2)c(C=S)c1,P62166,Q9NPQ8,0.0633464325541505,-5.76175,69_ric8_virtual_library,0.6518639668749149,3.94578462183244,0.0,1,Freed2,-6.9,-7.5,-6.34109
COC(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)/C=C/c1ccc2ccccc2c1,P62166,Q9NPQ8,0.0190768932795952,-5.76133,506_ric8_virtual_library,0.7967735214824782,3.0150235827180527,0.0,1,Taiga,-7.8,-7.7,-7.67914
C[C@H](c1ccc(-c2ccccc2N)cc1-c1ccccc1NC(N)=O)[C@H](N)C=O,P62166,Q9NPQ8,0.1175962487936849,-5.75969,379_ric8_virtual_library,0.5910285984080683,3.320858453697168,0.0,1,Freed2,-7.6,-7.8,-6.35825
C[C@H](CC(=O)c1cc(NC(N)=O)ccc1-c1ccccc1N)[C@H]([NH3+])C=O,P62166,Q9NPQ8,0.0533320587507784,-5.75517,368_ric8_virtual_library,0.483984828364062,3.6788290165836255,0.0,1,Freed2,-7.3,-6.7,-5.36714
C[C@@H](c1cc2c(cc1-c1ccc(C(N)=S)cc1C(N)=O)OCCO2)[C@H](N)C=O,P62166,Q9NPQ8,0.2229492526022821,-5.75415,231_ric8_virtual_library,0.6484266165803474,3.664568642606172,0.0,1,Freed2,-6.3,-6.1,-5.35044
NS(=O)(=O)c1cnn(CCC(=O)Nc2ccc(C[C@@H]3CC(=O)NC3=O)cc2)c1,P62166,Q9NPQ8,0.2870702259007669,-5.75175,56_ric8_virtual_library,0.5213219853780411,2.9627041067062816,0.0,1,Synthemol,-7.8,-7.6,-6.70457
C[C@H](Oc1cc(S(C)(=O)=O)ccc1Cl)C(=O)Nc1ncnn1C,P62166,Q9NPQ8,0.0681400705170083,-5.75113,372_ric8_virtual_library,0.640974647910827,2.9773932161016283,0.0,1,Taiga,-6.8,-6.5,-4.82565
CNS(=O)(=O)c1ccccc1-c1ccc([C@@H](C)[C@@H](N)C(=O)C(=O)C[NH2+]C)cc1Cl,P62166,Q9NPQ8,0.0195022576356894,-5.74942,480_ric8_virtual_library,0.6094704756172821,3.9397943511330658,0.0,1,Freed2,-6.9,-6.9,-7.2207
CNCC(=O)c1cc(-c2ccc(-c3ccccc3Br)s2)ccc1S(C)(=O)=O,P62166,Q9NPQ8,0.0657683732233265,-5.74781,378_ric8_virtual_library,0.9552471733563804,2.5599868849149434,0.0,1,Freed2,-7.5,-7.3,-6.54777
CC(=O)N[C@H](C)C(=O)N[C@@H](C)c1nc2ccc(N3CCOCC3=O)cc2[nH]1,P62166,Q9NPQ8,0.0471206157019407,-5.74361,512_ric8_virtual_library,0.6860834131768951,3.254037237603709,0.0,1,Hgraph,-7.7,-7.0,-6.21919
CNS(=O)(=O)c1ccc(NCC=O)cc1-c1cc2c(cc1C(N)=O)OCCO2,P62166,Q9NPQ8,0.1301296668599987,-5.74353,223_ric8_virtual_library,0.5589023739501218,2.753122337562072,0.0,1,Freed2,-6.1,-6.2,-4.73935
Cc1ccc(/C=C/C(=O)Nc2ccc(S(N)(=O)=O)cc2F)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.2519212746291259,-5.7435,80_ric8_virtual_library,0.7852926355545816,2.30241826953033,0.0,1,Taiga,-7.3,-8.3,-5.99068
CC[C@@H](N)C(=O)C(=O)[C@@H]([NH3+])[C@H](C)c1ccc(-c2ccccc2S(C)(=O)=O)cc1,P62166,Q9NPQ8,0.0541909717412089,-5.74337,187_ric8_virtual_library,0.7556372682651167,3.737307224962919,0.0,1,Freed2,-7.4,-7.3,-6.64986
O=C1CC[C@H](Nc2nc3ccccc3n3cncc23)C(=O)N1,P62166,Q9NPQ8,0.3448539110445063,-5.74179,117_ric8_virtual_library,0.6601392745338085,3.072568255029193,0.0,1,Hgraph,-8.0,-6.9,-4.48467
C=Cc1cc(C(=O)CN)ccc1-c1nnc(S(C)(=O)=O)o1,P62166,Q9NPQ8,0.005985607373609,-5.74102,560_ric8_virtual_library,0.5876954204995616,2.879832284399781,0.0,1,Freed2,-6.4,-6.4,-7.17778
C[C@@]1(c2ccc(N)cc2)C(=O)[N-]C(=O)N1C(=O)c1ccc(C[C@H]2CC(=O)NC2=O)cc1,P62166,Q9NPQ8,0.0652351350021631,-5.73829,501_ric8_virtual_library,0.6872649755709255,3.961354600119426,0.0,1,Synthemol,-8.5,-8.2,-6.60982
CNCC(=O)c1ccc(-c2ccc(-c3nnco3)c([C@H](C)[C@@H](N)C=O)c2)s1,P62166,Q9NPQ8,0.0475490903440342,-5.73638,288_ric8_virtual_library,0.623467582981092,3.982804986591562,0.0,1,Freed2,-6.5,-7.3,-6.22903
CC[C@@H](N)C(=O)/C(=N\S(N)(=O)=O)c1ccc(-c2ccc(Br)s2)cc1,P62166,Q9NPQ8,0.2100581669155644,-5.73626,411_ric8_virtual_library,0.8222305438074237,3.293029839406417,0.0,1,Freed2,-6.4,-6.8,-7.08806
CNC(=O)c1cccc(-c2ccc3cc(-c4c[nH]c([C@@H](C)NC(=O)CC(C)(C)C)n4)c(=O)oc3c2)c1,P62166,Q9NPQ8,0.0433972448649623,-5.73106,463_ric8_virtual_library,0.7424137791467337,3.3566043342288143,0.0,1,Hgraph,-10.2,-9.6,-7.15269
CC[C@H](N)C(=O)c1ccc(C(=O)C[C@H]2CCS(=O)(=O)C2)c(-c2ccc3c(c2)OCCO3)c1,P62166,Q9NPQ8,0.3413059490179566,-5.72907,274_ric8_virtual_library,0.6887885491805971,3.4637004027770075,0.0,1,Freed2,-7.7,-8.0,-6.95876
C[C@H](c1cccc2c(-c3cc(C(=O)CN)ccc3C(=O)C(N)=O)ccnc12)[C@H]([NH3+])C=O,P62166,Q9NPQ8,0.3641198514254421,-5.72895,18_ric8_virtual_library,0.6266148002907581,3.961624173938219,0.0,1,Freed2,-7.6,-7.0,-5.85377
CC[C@@H](N)C(=O)c1ccc(-c2cc([SH](=O)=O)ccc2Cl)s1,P62166,Q9NPQ8,0.1286865050556429,-5.72863,248_ric8_virtual_library,0.8158244289003621,3.708374221715901,0.0,1,Freed2,-6.8,-6.6,-6.47074
C[C@H](c1cc2c(cc1-c1ccc(C(N)=S)cc1C(N)=O)OCCO2)[C@H](N)C=O,P62166,Q9NPQ8,0.3448532403475954,-5.72856,231_ric8_virtual_library,0.6484266165803474,3.664568642606172,0.0,1,Freed2,-6.6,-6.4,-6.04194
CNCC(=O)c1ccc(C(=O)[C@H](N)[C@@H](C)C(=O)C=O)c(-c2cccs2)c1,P62166,Q9NPQ8,0.048065629401343,-5.72835,317_ric8_virtual_library,0.5697669297554381,3.653346243019163,0.0,1,Freed2,-6.3,-6.4,-6.21814
C=CS(=O)(=O)c1cc(-c2ccccc2N)ccc1C(=O)C(N)=O,P62166,Q9NPQ8,0.0979959751676704,-5.72789,297_ric8_virtual_library,0.735324022734231,2.636778730790212,0.0,1,Freed2,-7.2,-7.0,-7.00993
CC(C)NC(=O)c1ccc2c(c1)[NH+]=CN([C@H]1CCC(=O)NC1=O)C2,P62166,Q9NPQ8,0.5367745320914107,-5.72775,6_ric8_virtual_library,0.4236203558739604,3.930128067791122,0.0,1,Hgraph,-7.5,-7.8,-5.3364
C=Cc1ccnc2c(-c3ccc([C@@H](C)[C@H](N)C=O)cc3C(N)=S)cccc12,P62166,Q9NPQ8,0.4960434992646225,-5.72639,16_ric8_virtual_library,0.9004294888439193,3.749982468372939,0.0,1,Freed2,-7.8,-7.4,-6.90624
C[C@@H]([C@@H]([NH3+])C(=O)c1ccc(-c2ccc3cc[nH]c3c2)cc1S(C)(=O)=O)S(N)(=O)=O,P62166,Q9NPQ8,0.0845197199375369,-5.7262,296_ric8_virtual_library,0.7150514159749655,3.882678966517682,0.0,1,Freed2,-7.1,-7.3,-5.99412
C[C@@H](NC(=O)C(=O)c1ccc(-c2ccc([N+](=O)[O-])c([C@H]3CCC(=O)N3)c2)cc1)[C@@H](N)C=O,P62166,Q9NPQ8,0.219330634611201,-5.72406,115_ric8_virtual_library,0.5193139282152806,3.858690261857032,0.0,1,Freed2,-7.9,-7.5,-7.02953
CC[C@H]([NH3+])C(=O)C(=O)Cc1ccccc1-c1cnc(NC(N)=O)nc1,P62166,Q9NPQ8,0.0829816970496324,-5.71677,394_ric8_virtual_library,0.6225376822985522,3.51843524355085,0.0,1,Freed2,-7.1,-7.1,-5.5701
CC[C@@H]([NH3+])C(=O)c1ccc(NC(N)=O)c(-c2cc3c(cc2N2CCCC2=O)OCCO3)c1,P62166,Q9NPQ8,0.1291927905942369,-5.71522,358_ric8_virtual_library,0.6997296309150007,3.5437278902383724,0.0,1,Freed2,-7.1,-7.2,-5.96598
CC[C@H](N)C(=O)/C(=N\S(N)(=O)=O)c1ccc(-c2ccc(Br)s2)cc1,P62166,Q9NPQ8,0.2301821561036277,-5.70138,411_ric8_virtual_library,0.8222305438074237,3.293029839406417,0.0,1,Freed2,-6.5,-6.5,-7.63921
CC(=O)[C@H](C)[C@@H](N)C(=O)c1ccc(-c2ccccc2Cl)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.1161883367629944,-5.70009,200_ric8_virtual_library,0.8347495426165554,3.201134504359781,0.0,1,Freed2,-7.0,-7.2,-6.67221
CNCC(=O)C(=O)c1ccc(S(=O)(=O)NC)c(-c2ccc(Br)s2)c1,P62166,Q9NPQ8,0.0400228373737313,-5.69298,450_ric8_virtual_library,0.800081386236321,2.8231542241083627,0.0,1,Freed2,-6.2,-6.3,-5.46167
CC[C@@H](N)C(=O)NC(=O)c1ccc(C(=O)C(N)=O)cc1-c1occc1Br,P62166,Q9NPQ8,0.1656463791658819,-5.69211,81_ric8_virtual_library,0.6294477249528955,3.2731022307126896,0.0,1,Freed2,-7.8,-7.3,-5.8486
CNC(=O)c1cn(C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])c2ccccc12,P62166,Q9NPQ8,0.0823004025699052,-5.69128,74_ric8_virtual_library,0.5896930656062698,3.442758919075501,0.0,1,Hgraph,-7.6,-7.4,-5.45073
CC[C@H](N)C(=O)c1ccc(C(=O)C[C@@H]2CCS(=O)(=O)C2)c(-c2ccc3c(c2)OCCO3)c1,P62166,Q9NPQ8,0.3249425429898618,-5.69092,274_ric8_virtual_library,0.6887885491805971,3.4637004027770075,0.0,1,Freed2,-7.7,-8.0,-6.90592
CNC(=O)CC(=O)Nc1ccc(/C=C/S(=O)(=O)c2ccc(Cl)cc2)cc1,P62166,Q9NPQ8,0.0164241435955472,-5.6896,520_ric8_virtual_library,0.8159391175488608,2.243371797155968,0.0,1,Taiga,-7.8,-7.4,-6.64223
C[C@@H](NS(=O)(=O)CC[C@@H]1NC(=O)[N-]C1=O)c1ccc(-c2ccc(N(C)C)cc2)cc1,P62166,Q9NPQ8,0.3156483296142959,-5.68928,78_ric8_virtual_library,0.8068746721605501,3.818903833063655,0.0,1,Synthemol,-7.7,-7.8,-4.78179
CCOC(=O)c1cc(-c2ccc([C@@H]3CCC(=O)N3)c(Cl)c2)ccc1C(=O)[C@H]([NH3+])CC,P62166,Q9NPQ8,0.2208993828569559,-5.68861,216_ric8_virtual_library,0.8246220679103692,3.7226230174936834,0.0,1,Freed2,-8.0,-8.4,-7.24914
CNS(=O)(=O)c1ccccc1-c1ccc([C@H](C)[C@@H](N)C(=O)C(=O)C[NH2+]C)cc1Cl,P62166,Q9NPQ8,0.000399108895797,-5.68734,480_ric8_virtual_library,0.6094704756172821,3.9397943511330658,0.0,1,Freed2,-7.2,-7.0,-5.95719
C[C@H](c1cc2c(cc1-c1ccc(C(N)=S)cc1C(N)=O)OCCO2)[C@@H](N)C=O,P62166,Q9NPQ8,0.2801005798399101,-5.68254,231_ric8_virtual_library,0.6484266165803474,3.664568642606172,0.0,1,Freed2,-6.5,-6.4,-6.29137
C[C@H](c1ccc2c(-c3cc(NC(N)=O)ccc3[S@](C)=O)c[nH]c2c1)[C@H](N)C=O,P62166,Q9NPQ8,0.1762977480579935,-5.68126,261_ric8_virtual_library,0.5809425698608018,3.957770529658223,0.0,1,Freed2,-6.9,-6.9,-5.54839
C=Cc1cc(-c2cc(C(=O)CNC)ccc2Br)ccc1S(=O)(=O)NC,P62166,Q9NPQ8,0.1803838968089603,-5.68079,155_ric8_virtual_library,0.8422209178443948,2.683112322149494,0.0,1,Freed2,-6.8,-6.6,-5.67894
[H]/N=C/S(=O)(=O)c1ccc(-c2ccc(C(=O)C[NH2+]C)c(C(=O)C(N)=O)c2)cc1,P62166,Q9NPQ8,0.0674350058676779,-5.67728,72_ric8_virtual_library,0.5629638661892785,3.762150054784121,0.0,1,Freed2,0.0,0.0,-8.1314
CC[C@H](N)C(=O)c1ccc(-c2ccc3c(c2)O[C@@H](C=S)CO3)cc1S(=O)(=O)NC,P62166,Q9NPQ8,0.2048780279071219,-5.67643,215_ric8_virtual_library,0.6946234787244872,3.784973581902297,0.0,1,Freed2,-7.3,-7.6,-6.74271
C=Cc1ccc(S(C)(=O)=O)cc1-c1ccc(C(=O)[C@@H](N)CC)cc1,P62166,Q9NPQ8,0.2257614735777382,-5.66387,135_ric8_virtual_library,0.7854314041670749,2.845036466625354,0.0,1,Freed2,-7.6,-7.5,-6.12869
CNCC(=O)c1ccc(S(=O)(=O)NC)c(-c2c[nH]c3cc(C4=C[C@H](C(=O)[O-])CC4)ccc23)c1,P62166,Q9NPQ8,0.2966669667074483,-5.65967,40_ric8_virtual_library,0.7110659112708838,3.717490771835873,0.0,1,Freed2,-7.9,-7.5,-6.36899
CNCC(=O)c1cc(-c2cc(C(=O)CN)ccc2NC(N)=O)sc1Br,P62166,Q9NPQ8,0.1890522972752409,-5.65893,144_ric8_virtual_library,0.5214580890399716,2.8843702407015304,0.0,1,Freed2,-6.4,-6.1,-4.91489
O=C1CC[C@H](Nc2nc3ccccc3n3c[nH+]cc23)C(=O)N1,P62166,Q9NPQ8,0.3574571427494846,-5.65862,117_ric8_virtual_library,0.6964293412998622,3.8779211396445774,0.0,1,Hgraph,-8.0,-6.9,-2.0959
C[C@@H](c1ccc(-c2c[nH]c3cc(S(C)(=O)=O)ccc23)cc1C(=O)C(N)=O)[C@@H]([NH3+])C=O,P62166,Q9NPQ8,0.2738296939389912,-5.65705,66_ric8_virtual_library,0.7126935737390574,3.9259769666235353,0.0,1,Freed2,-7.0,-7.6,-7.29765
CC[C@H](N)C(=O)c1cc(-c2nc(-c3cccc4c3OCO4)cs2)ccc1S(N)(=O)=O,P62166,Q9NPQ8,0.0785935184725817,-5.64886,426_ric8_virtual_library,0.6330952039930016,3.257357323437769,0.0,1,Freed2,-7.2,-7.5,-5.99991
C=Cc1coc(-c2cc([C@H](C)[C@@H](N)C=O)ccc2NC(N)=O)c1,P62166,Q9NPQ8,0.179748563222796,-5.64416,86_ric8_virtual_library,0.6617628376832139,3.971213158629629,0.0,1,Freed2,-7.1,-6.8,-6.17518
[H]/N=C\c1ccc(C(=O)C(N)=O)cc1-c1ncc(C(=O)[C@H](N)CC)cn1,P62166,Q9NPQ8,0.0328645254603283,-5.63972,198_ric8_virtual_library,0.5053552699433597,3.951588898411188,0.0,1,Freed2,0.0,0.0,-7.18205
C[C@@H](c1ccc(-c2ccccc2N)cc1-c1ccccc1NC(N)=O)[C@H](N)C=O,P62166,Q9NPQ8,0.1979928781291251,-5.63871,379_ric8_virtual_library,0.5910285984080683,3.320858453697168,0.0,1,Freed2,-7.9,-7.7,-6.35422
CC[C@H]([NH3+])C(=O)c1ccc(C(=O)C(N)=O)cc1-c1cccc2c(S(=O)(=O)NC)ccnc12,P62166,Q9NPQ8,0.4432013234881399,-5.63611,5_ric8_virtual_library,0.631106624600732,3.608909906153493,0.0,1,Freed2,-7.9,-7.0,-5.86599
C[C@H](Oc1cccc(C=O)c1Cl)C(=O)NNC(=O)CCc1nc(C(F)(F)F)no1,P62166,Q9NPQ8,0.1116062222805801,-5.62932,263_ric8_virtual_library,0.6672361108031801,3.185584545507771,0.0,1,Taiga,-8.5,-7.5,-6.13987
CC[C@@H](N)C(=O)C(=O)c1cccc(-c2ccc(S(=O)(=O)NN)cc2)c1,P62166,Q9NPQ8,0.1374999203806727,-5.62922,88_ric8_virtual_library,0.6187262886795218,2.868403175874283,0.0,1,Freed2,-7.1,-7.5,-6.211
CS(=O)(=O)c1ccc(-c2ccc(NC(N)=O)c(C(=O)C(N)=O)c2)s1,P62166,Q9NPQ8,0.0102304249715359,-5.6216,544_ric8_virtual_library,0.5889040995531418,2.569825592451558,0.0,1,Freed2,-6.6,-7.0,-6.48895
CNCC(=O)c1cccc(-c2cc(S(=O)(=O)NC)ccc2SCC(N)=O)c1,P62166,Q9NPQ8,0.0141462050646026,-5.61479,531_ric8_virtual_library,0.5740057845875642,2.5045257539378145,0.0,1,Freed2,-6.7,-6.7,-5.69043
CNCC(=O)Cc1ccc(C(=O)C(N)=O)cc1-c1ccccc1N,P62166,Q9NPQ8,0.1347975252100476,-5.61181,214_ric8_virtual_library,0.6667409233277143,2.574443992801207,0.0,1,Freed2,-6.8,-6.7,-6.23706
[H]/N=C\c1ccc(C(=O)C(N)=O)cc1-c1ncc(C(=O)[C@@H](N)CC)cn1,P62166,Q9NPQ8,0.0182919752991981,-5.61088,198_ric8_virtual_library,0.5053552699433597,3.951588898411188,0.0,1,Freed2,0.0,0.0,-7.26477
C[C@H](c1ccc(N2CCCS2(=O)=O)cc1)N(C)S(=O)(=O)CC[C@H]1NC(=O)NC1=O,P62166,Q9NPQ8,0.2920471836059792,-5.60981,97_ric8_virtual_library,0.500147940168862,3.672345373528393,0.0,1,Synthemol,-7.6,-7.5,-5.74359
CC[C@@H](N)C(=O)c1cccc(-c2ccc(C(=O)CC(=O)CNC)cc2)c1,P62166,Q9NPQ8,0.2176879560088695,-5.60859,104_ric8_virtual_library,0.7033769216699625,2.85245179115225,0.0,1,Freed2,-7.3,-7.5,-6.54586
CC[C@@H]([NH3+])C(=O)c1cc(C(N)=S)ccc1-c1ccc(N2CCOCC2)s1,P62166,Q9NPQ8,0.0012740376172077,-5.60527,190_ric8_virtual_library,0.8460669087930748,3.6554109586970345,0.0,1,Freed2,-7.3,-7.0,-6.14056
NC(=O)C(=O)c1ccc(-c2ccc(C(N)=O)c(Cl)c2)cc1S(N)(=O)=O,P62166,Q9NPQ8,0.0122705119532222,-5.60226,537_ric8_virtual_library,0.6027476966792552,2.4101288585542644,0.0,1,Freed2,-7.0,-7.4,-6.74202
Cc1ccc2nc(NCCC(=O)[O-])c(C(=O)N[C@@H](C)C(=O)NC(C)C)cc2c1,P62166,Q9NPQ8,0.3114897357433723,-5.60069,161_ric8_virtual_library,0.6212591093707229,3.1153903726670418,0.0,1,Hgraph,-7.4,-7.0,-6.59497
Cc1ccc(-c2nc(C(=O)N(C)C(C)C)cs2)cc1S(N)(=O)=O,P62166,Q9NPQ8,0.045612067184605,-5.59957,427_ric8_virtual_library,0.7757098607491356,2.4019110213975416,0.0,1,Taiga,-6.4,-6.7,-5.00691
C[C@@H](c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1Cl)[C@@H](N)C(=O)C(=O)C(N)=O,P62166,Q9NPQ8,0.0728350853044474,-5.58735,539_ric8_virtual_library,0.5871703023718851,3.39610953144706,0.0,1,Freed2,-7.0,-7.3,-7.0618
C[C@@H](c1ccc(-c2ccccc2N)cc1-c1ccccc1NC(N)=O)[C@@H](N)C=O,P62166,Q9NPQ8,0.1645480719644952,-5.58203,379_ric8_virtual_library,0.5910285984080683,3.320858453697168,0.0,1,Freed2,-7.2,-7.0,-6.70585
C[C@H](c1ccc(-c2ccccc2NC(N)=O)cc1)[C@H]([NH3+])C(=O)C(N)=S,P62166,Q9NPQ8,0.0168434886366686,-5.57868,349_ric8_virtual_library,0.437821213352182,3.516217996105225,0.0,1,Freed2,-7.0,-6.9,-5.6663
CC(=O)Nc1cccc(-c2cc(=O)oc3c(C(=O)N[C@H](C)C(=O)[O-])cccc23)c1,P62166,Q9NPQ8,0.1816769116395964,-5.57567,52_ric8_virtual_library,0.7785212741241299,3.0126074155175075,0.0,1,Hgraph,-8.9,-8.7,-6.84182
[H]/N=C/c1ccc(C(=O)C(N)=O)cc1-c1ncc(C(=O)[C@H](N)CC)cn1,P62166,Q9NPQ8,0.0032401356693295,-5.57484,198_ric8_virtual_library,0.5053552699433597,3.951588898411188,0.0,1,Freed2,0.0,0.0,-6.7409
Nc1cccc2ccc(S(=O)(=O)[N-]C(=O)C[C@@H]3CCC(=O)NC3=O)cc12,P62166,Q9NPQ8,0.2210698675057333,-5.57312,22_ric8_virtual_library,0.666997240773797,3.715826791152249,0.0,1,Synthemol,-8.9,-8.0,-4.36221
CC[C@H](NS(=O)(=O)c1ccc(-c2ccc([C@@H]3CCC(=O)N3)cc2)cc1)C(=O)C(=O)CNC,P62166,Q9NPQ8,0.1187267350830606,-5.57015,448_ric8_virtual_library,0.5256093334032624,3.402723583416594,0.0,1,Freed2,-7.1,-8.3,-8.21676
C[S@@](=O)NC(=O)C(=O)c1ccc(NC(N)=O)c(-c2ccc3c(c2)OCCO3)c1,P62166,Q9NPQ8,0.2101075336625599,-5.5701,101_ric8_virtual_library,0.6305062628818169,3.2064869469429684,0.0,1,Freed2,-7.8,-7.3,-5.0398
CS(=O)(=O)Nc1ccc(N(CC2CC2)c2cccc3c2C(=O)N([C@@H]2CCC(=O)NC2=O)C3=O)cc1,P62166,Q9NPQ8,0.6188064580670409,-5.56985,2_ric8_virtual_library,0.6588849120627792,3.3456444136452443,0.0,1,Synthemol,-8.4,-7.9,-6.55236
CC(C)OC(=O)NNC(=O)[C@@H](C)NC(=O)c1ccc(Br)cc1Cl,P62166,Q9NPQ8,0.0946341973843175,-5.56798,306_ric8_virtual_library,0.5047640906193274,2.7245043823547306,0.0,1,Taiga,-7.1,-6.5,-6.27654
CNCC(=O)C(=O)[C@H](N)[C@@H](C)c1ccc(-c2ccccc2S(=O)(=O)NC)c(Cl)c1,P62166,Q9NPQ8,0.172360535179569,-5.5676,480_ric8_virtual_library,0.5886402944650924,3.483348789002889,0.0,1,Freed2,-7.2,-7.0,-5.42009
CC[C@H](N)C(=O)c1ccc(NC(N)=O)c(-c2cc3c(cc2N2CCCC2=O)OCCO3)c1,P62166,Q9NPQ8,0.1958335955919147,-5.56457,358_ric8_virtual_library,0.6630829382777345,3.2299248133152965,0.0,1,Freed2,-7.3,-7.2,-6.8954
CC(=O)[C@@H](C)[C@H](N)C(=O)c1ccc(-c2ccccc2Cl)cc1S(C)(=O)=O,P62166,Q9NPQ8,0.1257515340346685,-5.55658,200_ric8_virtual_library,0.8347495426165554,3.201134504359781,0.0,1,Freed2,-6.9,-7.1,-6.92503
C[NH2+]CC(=O)N(c1ccc(N2CCOCC2)cc1)c1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,P62166,Q9NPQ8,0.5452866848948864,-5.55492,3_ric8_virtual_library,0.6293835521712293,3.765684630923671,0.0,1,Synthemol,-7.6,-7.6,-5.0963
C[C@@H](CC(=O)c1cc(NC(N)=O)ccc1-c1ccccc1N)[C@@H](N)C=O,P62166,Q9NPQ8,0.0324057184025711,-5.55397,368_ric8_virtual_library,0.5097343492393973,3.37294602633444,0.0,1,Freed2,-7.3,-7.1,-5.62999
C[C@H](c1ccc(Br)c(-c2cc(-c3ccc4c(c3)OCO4)ccc2S(N)(=O)=O)c1)[C@H](N)C=O,P62166,Q9NPQ8,0.2142540463015588,-5.5529,243_ric8_virtual_library,0.8520742345530306,3.5405223733906634,0.0,1,Freed2,-8.0,-7.8,-6.94247
CC[C@@H](N)C(=O)/N=C(\C(=O)[C@H](N)CC)c1cccc(-c2ccccc2[N+](=O)[O-])c1,P62166,Q9NPQ8,0.036329542517418,-5.54988,348_ric8_virtual_library,0.6805681430263834,3.531773611113592,0.0,1,Freed2,-7.3,-7.3,-6.36253
[H]/N=C/c1cc(-c2ccccc2NC(=O)[C@H](N)CC)ccc1[C@@H]1CCC(=O)N1,P62166,Q9NPQ8,0.0409806932999662,-5.54317,158_ric8_virtual_library,0.5456865842601517,3.8498739752482143,0.0,1,Freed2,0.0,0.0,-5.40903
C[C@H](c1ccc2c(-c3cc(NC(N)=O)ccc3[S@](C)=O)c[nH]c2c1)[C@@H](N)C=O,P62166,Q9NPQ8,0.2047727001755437,-5.53948,261_ric8_virtual_library,0.5809425698608018,3.957770529658223,0.0,1,Freed2,-6.9,-7.2,-6.14426
CC(=O)N[C@@H](C)c1ccc(-c2ccc(C(=O)N(C)C)s2)nc1,P62166,Q9NPQ8,0.0402982446045286,-5.53672,354_ric8_virtual_library,0.7242362993953804,2.8024964281061155,0.0,1,Hgraph,-6.9,-7.1,-6.13874
CNCC(=O)c1ccc(-c2cc(S(=O)(=O)NC)ccc2Br)c(C(=O)CN)c1,P62166,Q9NPQ8,0.0675037039954071,-5.53347,374_ric8_virtual_library,0.6644966869821564,2.658103411785336,0.0,1,Freed2,-6.4,-6.2,-5.28217
CC[C@@H](N)C(=O)Sc1ccc(-c2ccc([C@@H](C)[C@@H](N)C=O)cc2)cc1,P62166,Q9NPQ8,0.1107545639201816,-5.53213,232_ric8_virtual_library,0.8288666010614533,3.631792495072217,0.0,1,Freed2,-7.3,-7.5,-6.54337
C#Cc1ccccc1-c1ccc([S@](C)=O)cc1C(=O)[C@@H](N)CC,P62166,Q9NPQ8,0.0376429264074077,-5.53078,249_ric8_virtual_library,0.6420678027375796,3.6074131586296296,0.0,1,Freed2,-6.6,-6.3,-7.03849
CNC(=O)c1cccc2c(-c3cc(C(=O)C[NH2+]C)ccc3C(N)=S)ccnc12,P62166,Q9NPQ8,0.2285802847029807,-5.52671,10_ric8_virtual_library,0.7808787970231321,3.0581087280946155,0.0,1,Freed2,-6.9,-6.9,-6.02852
CC[C@@H](N)C(=O)c1cc(-c2coc(S(C)(=O)=O)c2)ccc1NC(N)=O,P62166,Q9NPQ8,0.1384971956596719,-5.52492,146_ric8_virtual_library,0.6091963901483837,3.368365788152258,0.0,1,Freed2,-6.6,-7.2,-5.80113
CC[C@H](N)C(=O)c1ccc(-c2ccc(C(=O)C(N)=O)cc2S(N)(=O)=O)c(Cl)c1,P62166,Q9NPQ8,0.2916148714752978,-5.52245,134_ric8_virtual_library,0.5941278591146423,3.0874852517566573,0.0,1,Freed2,-7.3,-7.7,-7.4458
CNCC(=O)/C=C\c1cc(NC(N)=O)ccc1-c1ccccc1N,P62166,Q9NPQ8,0.0216528810080985,-5.52077,434_ric8_virtual_library,0.5186701679951549,2.5722024940014983,0.0,1,Freed2,-6.9,-6.6,-6.35478
CC[C@@H](N)C(=O)c1ccc(C(=O)C[C@@H]2CCS(=O)(=O)C2)c(-c2ccc3c(c2)OCCO3)c1,P62166,Q9NPQ8,0.2172959351132339,-5.51831,274_ric8_virtual_library,0.6887885491805971,3.4637004027770075,0.0,1,Freed2,-7.9,-8.2,-6.24721
Nc1ncc(C(=O)Nc2cccc(S(N)(=O)=O)c2)c2ccccc12,P62166,Q9NPQ8,0.0035240458050879,-5.51826,570_ric8_virtual_library,0.6744824064239665,2.0379352150118333,0.0,1,Hgraph,-7.8,-8.0,-3.19045
